1 0 1,2 0 1,3 0 1,4 0 1,5 0 1,6 0 1,7 0 1,8 0 1,9 0 1,10 0 1,11 0 1,12 0 1,13 0 1,14 0 1,15 0 1,16 0 1,17 0 1,18 0 1,19 0 1,20 0 1,21 0 1,22 0 1,23 0 1,24 0 1,25 0 1,26 0 1,27 0 1,28 0 1,29 0 1,30 0 1,31 0 1,32 0 1,33 0 1,34 0 1,35 0 1,36 0 1,37 0 1,38 0 1,39 0 1,40 0 1,41 0 1,42 0 1,43 0 1,44 0 1,45 0 1,46 0 1,47 0 1,48 0 1,49 0 1,50 0 1
0.5809249,-0.43055463,0.6011522,-0.5260078,0.15634781,1.7368239,0.15604353,0.15484571,1.1541833,0.22033943,0.12226614,0.6821333,0.1744256,-1.1093785,2.2089775,2.527154,-2.3860643,-0.35407618,0.128931,0.5991485,0.11078796,0.422233,0.4130295,-1.4171805,-1.4108162,0.7662992,2.851316,-0.5915414,0.7863084,-0.53793865,0.52381,0.6389087,-1.5616469,-1.1931227,0.515892,0.43576542,-0.035976678,1.3340544,-1.4139663,2.063136,-0.324943,-0.28551075,-0.9632784,1.0470728,-0.93850684,1.9353119,-0.7331848,-1.0729508,1.5772105,-0.9611155
-0.9355856,0.1898659,-0.16058335,0.9436818,0.15027228,-2.250593,0.81071675,-1.8621004,-0.10662246,-0.90844685,-1.8098863,-0.01733911,-0.48307526,1.0191088,-1.7793273,-0.89423406,1.9762577,-0.32025206,0.35628423,-0.4330839,0.06967341,-1.762745,-1.4263201,0.20077932,-0.6191391,-0.096232,-2.0895524,-1.231782,0.46024376,0.8991174,0.6371694,0.7325235,1.6893604,1.6203662,-0.42042795,-0.11418572,0.15192176,-1.6381357,1.7245648,-0.7025145,-1.5551919,-0.379576,1.2618552,-0.9134286,0.79279375,-0.9627643,1.4225094,1.5945891,-0.84075415,-0.16716182
-0.3941964,-0.58351696,-0.7564571,0.3559178,0.73780406,0.48413038,0.01578027,0.56724656,0.35141435,1.4996183,1.9532396,0.07570386,0.03832522,-0.7603303,0.6061512,0.51435983,-1.7193955,0.019936532,0.6785276,0.18976884,0.7324955,2.0746605,0.2736541,0.7792108,1.6001239,0.114100695,0.9368086,1.5710949,0.63277197,-0.9567295,-0.4408663,-1.5865772,-1.4302272,-1.3594759,0.040167034,1.0428965,-0.48925504,1.7541969,-0.3820181,1.3194162,1.7226797,0.26005435,-1.896272,1.3319864,-0.778542,1.9381549,0.3072809,-1.0736336,2.143413,0.54883325
0.16617978,-0.56113106,-0.20748574,-0.29743898,-0.4166405,-0.041750997,0.98246694,-0.9012871,-0.31978852,0.028500676,-1.2638018,0.19704477,0.18672825,-0.67059666,-0.89282143,2.3716555,-1.4788225,-0.004679638,-0.64740247,-2.6490467,-1.0080059,-1.5275484,0.103456646,-0.54301214,-1.0599334,-1.1642714,-0.6192049,-0.26953542,-0.7299261,1.0443716,0.84351254,-0.83335054,0.24005628,0.9433218,-0.3345254,-0.8382199,0.124055475,0.48593402,-1.8484119,-0.4349702,-0.9991471,-0.9797282,1.4118521,-0.90077496,1.2838552,-2.2330415,0.8037418,-0.03992164,-2.3040497,0.47006625
1.4536618,0.67908424,0.840186,1.4646902,1.1983306,0.1780324,-1.5638824,2.69995,-0.07179853,0.54135096,1.182565,-1.3788744,1.6514657,1.1749732,-0.020152748,-1.4591141,1.0885541,0.8668012,0.37029186,1.8385856,-0.51763177,1.6387513,0.359235,1.4419081,1.5901757,0.8078017,1.2923044,0.46126628,0.4130534,0.23343837,-0.6851216,2.2215576,0.75491726,-0.46253768,-0.5295497,1.1785846,-1.4613855,0.19198284,0.9136904,-0.061513603,0.2719379,-0.4477998,-0.8660225,1.950132,-2.348788,1.7017914,-0.7925664,1.1891485,2.8217552,-1.8977512
-0.9404095,-0.47705132,-1.1879828,-2.0499103,-0.44309992,1.3444071,0.65485567,-4.517854,-1.2334044,0.9188863,0.8734932,1.3440124,-1.7423114,-0.2281459,0.38977224,3.2416897,-1.6918492,0.2644741,-0.9949177,-2.1753547,1.7902712,-2.036483,0.2105273,0.73698676,0.21789551,0.3044703,0.8078798,1.1140287,-0.377035,-0.679368,1.6527557,-2.78402,0.4454052,-0.40891862,1.0130491,-1.0907116,0.66965765,-0.11587031,0.009149313,0.19305915,-0.94486755,-0.14449793,-1.0831904,0.32533574,0.57315433,-1.387156,1.1517978,-0.45466948,-1.9072219,2.4330995
1.5158256,0.3715257,1.8711693,1.0733621,-0.6695274,-0.98822653,0.3679065,3.5665765,0.7935394,-0.11209464,0.8865185,-1.3560939,0.52276504,0.39219493,0.7946323,-2.5618958,1.0927312,-0.13082105,1.2471831,1.4913971,-2.590571,0.47706962,1.7348973,-1.0235982,-0.16983052,0.59822327,-0.80836856,-1.8225521,0.2751269,-0.21040416,-1.8742967,2.5173237,-1.5883079,2.2750096,-1.3074341,0.16038465,0.35283834,0.36973226,0.7888647,0.27518764,0.19468218,-2.0536788,-0.6628965,1.6020273,0.8227271,1.2642171,-0.06453347,1.1611979,2.1173577,-2.467888
-1.221319,0.22633299,-2.4976728,-1.9003363,1.2198508,-0.025667429,-0.78459007,-2.134975,0.96693015,-1.0375373,-2.1568098,-0.36857152,-0.09307337,-1.7262515,1.1717128,1.5454032,-1.4399092,0.41201544,-1.2728468,-0.5828827,1.7892287,1.4914567,-1.8831134,0.9509293,1.0758266,-1.1503466,0.049316347,1.9478267,-0.8737333,-0.20041406,1.1330975,-2.595772,1.7853643,-1.3348699,1.1188914,0.6712058,-0.81673276,1.6292342,-0.27061868,0.71195674,-0.86095965,0.45789206,-0.18709779,-0.58863056,-0.18181717,0.26956367,-0.17004944,-0.1297087,-2.5806499,2.3889709
1.0231107,0.44962406,2.166585,0.3200854,-1.3273392,0.6652973,3.1951585,2.442555,-1.0109427,1.3570695,0.29676807,0.47586104,-1.4323654,0.47552598,0.25033712,-0.73385113,1.2291759,-0.7144966,0.59445626,1.3083065,-3.0768218,-1.4746327,1.5684617,-0.7484518,-1.8774748,0.6813823,-0.07350966,-1.9117111,0.54136133,-0.21642953,-0.27137876,2.2177558,-1.6711322,2.3149858,-1.1660719,0.39576662,-1.7103788,-1.66205,1.8560313,-0.46276474,0.27936447,-0.8316877,0.6460316,1.500202,-1.3023221,0.5296737,0.48253357,-0.1709017,1.5490104,1.0407329
1.0868233,0.4282866,0.3169675,0.10355073,1.4864053,-0.6389026,-1.3669695,-3.0226636,-0.00085633993,-0.61687446,-1.81209,-1.0534172,1.3474662,0.050140023,-0.684519,1.0681902,-0.6747226,0.35708883,-0.6873717,-1.1292106,0.23221016,0.25761628,-0.6540013,-0.28830582,1.6907408,-0.17184326,-0.3807728,1.3701138,-0.63279,0.48640516,1.0137866,-2.262366,0.23906004,-1.6654172,0.5719795,-0.64610445,1.1259229,-0.79969776,-1.968371,-0.3056192,0.56845385,0.8403187,0.61065346,-1.5398871,0.5892401,-0.578935,-0.87226665,0.08719955,-0.7953631,0.08142984
-0.2054637,-0.52871114,0.13774025,0.8223726,-1.3015081,-0.45823383,0.96844256,3.3010688,1.566521,0.3138052,0.8500436,1.2279176,-0.44145924,0.027671814,0.57083267,-0.9304161,0.87980056,-0.67914176,-0.2630208,0.5595002,0.97987163,-0.48998427,-0.37413394,0.84893,-1.6965772,-1.0783043,-0.19875702,-2.1541307,1.1272968,-0.81720483,-1.0061135,1.1530596,0.06840025,1.4065481,0.70299196,0.25650364,-0.89826,0.23260647,1.1998326,-0.34628448,0.3654108,0.17577952,0.8942752,1.2197605,-1.4358613,1.6870687,0.019906878,-0.71693814,0.21144837,0.5419256
-0.9139856,-0.2109944,1.1920611,-1.2340578,1.2344576,0.043952256,-2.2105432,-1.3569256,-1.285759,0.55414236,-0.42435348,1.0078193,0.19076313,0.74461347,-0.3893274,0.85860395,0.95935214,0.8175923,-0.25608662,-0.3015454,-0.5517688,0.08123025,0.24043052,0.9201472,0.6615968,1.6388905,0.44833907,0.9593358,-0.3556875,0.64720565,0.8129171,2.1061661,-0.45315215,-0.8730755,-1.2542124,0.6179488,1.258454,-0.89396644,-0.5406987,0.17348129,-1.6049397,0.20159155,-0.025119364,0.39468026,1.240487,-0.934118,0.82787704,1.0983329,-0.733903,-0.06489393
1.0899501,1.31951,-0.031882167,0.6880363,-0.1913439,0.3138172,0.6084212,1.4384125,0.60232276,-1.9732083,-0.32201108,-0.60744596,0.6855445,-1.3456465,1.287061,0.9360901,-0.6176825,0.48874104,0.6990261,-0.20266461,0.1982455,-0.7273496,-1.3111001,-1.2625327,-0.640171,-0.76547617,0.039247394,-0.4630894,0.38953745,-0.4974242,-1.0227889,-1.0253129,-0.64789385,0.2734012,1.0013821,-1.4494818,-0.6831636,-0.31412023,0.8831177,-0.5756074,2.1941552,0.5013822,-0.7583094,1.1619279,-0.22579771,-0.344791,0.5079988,0.26885128,0.48178908,1.2907084
0.16687429,-0.7749923,0.35159543,-0.46014762,0.17612611,1.1222614,-1.0617015,-1.6401511,0.048217,0.6526004,1.3992586,-0.3655455,0.5659023,1.4057307,-1.0912205,-1.0254624,-1.0365771,-0.271772,-0.35093254,0.74977344,-0.002350524,0.771288,2.2987337,-0.11959219,0.6933536,0.65598416,1.0990357,1.678257,-0.63828075,-0.3873375,0.96891105,-0.46694887,0.39063686,1.498344,-0.8972447,1.4720638,-0.433766,0.6844749,-1.9422829,-0.17611086,-3.0779562,0.70621306,1.0673331,-0.95043004,1.7692814,1.2289698,-0.46803075,-0.2968142,-1.1749156,-2.0896878
1.0578386,1.3154904,0.70717275,2.5321922,0.0036002994,-0.9210559,1.0627712,1.5767963,1.2458445,-1.8855212,-0.25977063,-0.26541454,-0.112400055,-0.94663966,0.6442051,0.50250167,0.24389154,-0.88769484,-0.45054215,-0.758648,0.065985784,-1.1663256,-2.612556,0.65693355,-0.25108236,0.82709205,-0.22433639,-1.9074926,1.2709382,0.8131455,-1.9466445,0.9499951,1.1337824,0.00047683716,0.1833896,-1.226271,-0.5362038,-0.72571063,-0.023457646,0.33175868,2.6361477,-0.24727061,-1.655283,0.09696597,0.048971534,-1.0017898,0.086864054,-0.3319527,0.69872534,0.40217066
0.98894095,0.36162198,-1.3372221,-0.23666024,-1.6183724,1.6388557,-1.6177907,-1.2432148,-0.28149468,1.5135105,-0.4289629,-1.4867778,-0.35890412,0.30067986,-0.665608,1.0550177,0.3109082,0.8610725,-0.21018547,0.98816866,0.8862991,0.40648258,1.7965871,-0.034287214,-0.24225882,-0.7230733,-0.62364435,1.829747,0.5336857,-0.5039129,1.9807973,-1.9912202,-0.7215296,-0.16325225,-0.6042886,-1.4212693,0.56209207,0.37453508,-0.6693036,-0.97038925,-2.1044772,-0.08613755,0.9924184,-0.21006179,-0.23752494,1.38248,-0.84981346,0.6342627,-1.9090118,-0.5460217
0.15776038,1.2043175,0.60934097,0.15025777,1.7428449,-0.81836766,-0.6094903,1.997258,1.6485367,-1.3489747,-1.135197,0.2930268,1.0813582,0.2755639,0.9149195,-0.25978422,-0.6574368,-1.2274613,-0.8027709,0.108747125,-1.05764,0.023463309,-1.651127,1.2088429,0.50963604,-0.5962193,-0.13940573,-0.3695165,-0.8029615,-1.4724141,-0.85408175,1.3962944,0.26504377,-1.1742165,-0.27833736,1.6530045,-0.50617325,-1.0329521,-0.05452341,1.4600763,2.1520622,-0.6566418,-1.0000341,0.37854657,0.70522565,0.59851587,-0.7626549,0.8900894,1.1896205,-0.5266145
0.65917605,-0.979511,-0.89104956,0.4973408,-2.2718363,1.0630047,2.0621314,-1.3250846,-0.9163844,1.0917549,-1.3421183,-0.053178087,-2.407114,-0.6981008,-0.6558037,0.16967618,-0.6268833,2.005549,0.9901993,0.567511,0.10093659,-0.06707595,3.398348,-1.0481151,0.75036705,0.7153435,-0.7053688,0.42596656,-0.73317665,0.35222304,1.2658902,-0.3275169,-0.50102687,1.17601,-0.41054708,-1.1714878,-0.73725396,1.7387326,0.17358024,-0.5588956,-2.574894,1.0182453,0.5165125,0.5843905,-0.6444426,-0.37362742,0.7339102,0.28242165,0.08531988,-0.79192704
-0.25545707,-0.19398147,1.7135592,0.83033216,2.0126138,0.2741511,-0.8235502,0.68732065,0.43240502,-0.26015407,1.4572897,0.3769223,1.8417847,-0.63958514,0.77859926,0.4836104,1.5253474,-0.7264979,-0.9781412,-0.47162536,-0.4229913,0.69028187,-2.038168,-0.40255123,0.5706828,-1.0754768,1.0221684,-0.7084261,2.3446195,-1.4787209,-0.6865048,0.09480181,-1.4479343,0.37629998,-0.33423597,0.6512796,0.1865483,-1.47457,-0.34286782,-0.33554578,1.6198667,0.23992479,0.13730612,-2.2107787,-0.13513678,1.7117066,-1.2304363,-1.040195,0.6884485,0.7947347
-0.9049137,0.118022166,-1.8676385,-0.97281194,-2.1454384,0.29367086,0.06506264,-0.8531523,-0.16125932,-1.322521,-1.6159031,-1.1350285,0.23244095,-0.11456287,-0.8341721,0.051693887,-0.47802842,0.9197079,0.10478526,-0.50519234,0.9002602,-0.21782091,1.1799216,0.8013902,-0.25822288,0.93003094,-0.7076888,-0.7831887,-1.2825768,0.22739029,1.9592246,0.034743898,0.40597808,-0.33376026,-0.2818397,0.17478055,0.15290767,0.02461934,-1.0446801,-0.41052043,-2.2120495,0.53250426,-1.2876778,0.1790322,0.3672929,-1.8810556,-0.69087255,0.92379224,-0.23370144,-0.36992964
0.22611028,0.30986905,2.5247283,1.1812177,1.6278216,1.1542616,-0.014496982,-0.82823706,0.21266297,-0.18483162,0.6805362,1.6095073,0.33521065,0.24868529,0.993303,-0.4729878,0.57991755,-2.001698,1.6008501,0.4246877,-0.40545887,0.04370977,-1.4084665,-0.46589512,-0.10518254,-1.0022392,-0.17467391,0.13234359,1.1315676,-0.2945271,-1.6787704,1.010309,0.44374996,-0.23003468,0.38935372,-1.1888328,-0.21303748,-1.958304,1.3480403,-0.42090046,-0.21805596,1.0159425,-0.82213104,0.20910692,-1.8449156,0.7531189,1.1888431,0.28108436,0.5365496,0.17864406
0.29816726,-0.99985904,-1.9826634,0.020471692,-0.4279375,-0.8449447,-0.6102416,0.51192164,-1.8157668,1.0665896,1.0221674,-0.30516517,0.4756642,-0.1492743,-1.8671194,-0.04218164,-0.17675722,0.42552912,-2.0611444,1.4994884,1.1326526,1.0128641,1.4896363,0.5711483,1.2894843,0.72035,0.5331005,0.676024,-1.0688509,-0.56894857,2.3232543,-0.64571273,0.3586163,-0.23860994,-0.18396184,1.4671491,0.3877643,-0.570758,-1.9271024,0.6096444,0.20987168,0.73496354,-0.05910915,-0.5851052,2.0807462,0.6844222,-0.9108988,-1.028193,0.25847912,-0.40633458
-0.012000233,0.34066164,1.756552,0.097546324,-1.5252359,-0.3524884,0.6224562,1.1943828,0.7740203,-0.418786,-0.5055627,-0.50559753,-0.59102106,0.17014918,2.311433,0.18261367,0.90862954,-0.4679967,1.6285003,-1.3365601,-1.580062,0.7543622,-2.3599362,0.18594521,-2.1290338,0.8282801,-1.2043929,-0.84956974,0.18700624,0.44651636,-1.0530742,-0.029733777,-0.7643511,-1.4119217,-0.1888828,-0.9825094,0.26225615,-1.1969079,1.1862459,0.68443406,0.19089612,-0.32676792,-0.39999843,-0.005810797,-2.2154264,-0.45195165,-0.7702755,1.3610628,-1.6284801,0.10854158
0.24433622,-1.9344665,-1.865341,-1.3133557,1.0856231,0.3090636,-1.6942421,0.3336693,0.37211663,1.1042792,0.95427084,2.064489,0.35249835,0.49363804,-1.9084083,1.4131794,0.48646408,0.97599053,-1.0391109,1.21298,-0.0111866,-0.8567073,2.2722259,1.1969408,2.7131846,-0.77328455,1.3746562,0.3498904,-0.9971277,-1.5003408,0.6436212,-0.2801941,1.1692721,-0.030785799,-0.30219835,0.050852478,-0.72248316,0.55024606,-1.2263764,-0.90495306,0.701086,0.8779582,-1.8534648,1.2220361,0.15197372,-0.16865167,0.6962889,-0.15896082,0.7612799,-0.35039663
1.5616513,-0.014662981,2.7924137,0.49929106,1.229386,-0.9568327,2.9156208,0.37560162,-1.1575844,-1.7752652,-0.622262,-1.3500174,1.0901828,-0.6945458,0.8990702,-1.9845145,-0.83018696,-0.5706518,0.911543,-0.75195765,-0.44187945,-0.41688466,-1.237013,0.55688906,-1.9387888,1.3163127,0.52405155,-2.8261428,-0.23357868,0.6667636,0.469155,0.97227275,-1.4509814,-0.08817948,-0.25843242,-0.48347217,2.1017933,-2.120968,0.58738595,1.8312995,-0.94311583,-1.9413191,1.0068281,-1.2437401,0.38227507,1.4749901,-1.6055461,-0.004525915,-2.454595,0.19514853
0.15841508,0.010292883,-1.3896408,-0.6991468,-0.021247864,2.0220294,-2.939991,-0.507561,0.476227,1.9718037,1.7951547,0.1510632,0.3382988,0.23291567,-0.15198535,1.864366,0.086678624,0.88614595,-1.4213359,1.5368203,0.19581701,-1.0336239,1.8478854,-1.5107508,0.03629744,-2.4869947,-0.5589811,2.0210757,-0.074904785,-1.0142387,1.8720315,1.1300402,1.6318716,-1.3629171,0.7066281,-0.48614842,-0.76688015,2.482885,-1.9519031,-1.4652718,-0.029277802,1.2216928,-0.9852011,1.034821,-0.6138841,-0.973742,1.7768016,-0.15063827,0.01182127,-0.35447115
-1.4997114,0.7540594,0.25901902,1.4073336,-0.10935195,-2.2186742,2.6691003,2.1768627,0.63307804,-1.6967459,-0.7191616,0.8690163,0.36960775,-0.48135364,-0.1856022,-1.0398786,-0.34480533,-1.5157082,0.85528487,-0.6596427,-0.8094318,0.3130672,-0.6883279,-0.31287742,-1.1933755,1.8136504,0.79997545,-0.90716827,0.4689336,0.50798595,-2.1992106,-0.9167264,-2.136355,1.9985448,-1.1686422,0.49820876,-0.8985741,-2.0296457,1.0982568,-0.00845623,0.47630024,-1.2937249,0.9518959,-1.2656649,1.1629155,1.4567163,-0.5617057,-0.060176,-0.14749357,0.3272912
